Feature,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,day -1,day 0,day 1,day 2,day 3,sigma
Q14,2.8712,61.1981,22.7093,22.7093,24.4067,19.7264,0.093,2.8854,31.1915,3.6522,7.3346,1.8342,2.624,13.2398,0.022565616,-0.00136145,-0.007933318,0.002742692,0.013331763,0.010835377
Q15,3.0346,62.194,25.0062,25.0062,26.2095,19.9786,0.0935,2.3578,38.1719,3.6651,7.1648,1.8672,2.6387,13.2725,0.006592367,-0.008799516,0.000946483,0.018435147,0.001237652,0.008892376
Q16,3.5198,62.9648,26.541,26.541,26.7253,21.0637,0.0948,2.5761,34.9372,3.8466,7.584,1.9968,2.6869,13.0816,0.021595006,0.003136777,-0.011972451,-0.001268602,-0.003497082,0.011140758
Q17,3.6724,62.8325,24.9827,24.9827,25.5872,20.2763,0.0917,2.5976,34.6477,3.6792,6.7318,1.8598,2.4902,12.7458,0.005058727,0.010335314,0.007025728,-0.008789955,0.006745869,0.006655924
Q18,3.581,63.8277,23.2918,23.2918,23.9071,18.7986,0.0978,2.5707,35.0105,3.6617,6.7711,1.8387,2.469,12.622,-0.007287191,-0.008345901,-0.007740222,0.016086122,-0.0046651,0.009323339
Q19,3.16,63.1033,26.1355,26.1355,26.8555,22.2583,0.1039,2.1615,41.6387,4.424,8.1633,2.3123,3.1941,12.6437,-0.002204429,-0.018454228,-0.017166374,0.021012559,-0.008029592,0.0143016
Q20,3.2734,64.3417,24.8667,24.8667,25.6917,19.575,0.1011,2.9652,30.3525,3.767,7.1503,1.9797,2.7066,12.3874,0.008245235,0.020145572,0.009749405,0.003113656,-0.00519487,0.008312763
Q21,3.2898,62.3124,27.618,27.618,27.7186,26.3855,0.1059,2.7724,32.4625,5.1694,9.3666,2.7938,3.816,12.0503,0.010264316,-0.006450414,0.022582833,-0.01235739,-0.024796293,0.016741369
Q22,3.346,61.7568,24.2785,24.2785,24.7359,19.161,0.1135,2.6914,33.4395,4.051,7.4061,2.174,2.9787,11.8034,0.003696876,0.017919652,0.00217232,-0.014572193,0.002565502,0.010302102
Q23,3.1338,60.2118,22.4325,22.4325,22.8373,18.0565,0.1133,2.4033,37.4492,3.884,7.0568,2.0455,2.8572,11.7418,0.021790725,0.019817739,-0.022901779,0.003853584,0.005752638,0.015998055
Q24,2.9826,62.0005,24.0999,24.0999,25.0062,20.0791,0.1143,2.4825,36.2536,4.1422,7.6614,2.2945,3.2313,11.5517,-0.002346292,-0.006396205,-0.007457703,-0.006828257,-0.004463563,0.001866554
Q25,3.3883,59.4001,21.9672,21.9672,24.07,20.0821,0.1138,2.6285,34.2401,4.1519,7.8344,2.2846,3.0969,11.3047,-0.0023952,0.004102533,0.001363823,0.009494774,-0.002365255,0.004457851
Q26,3.3105,59.8857,19.1262,19.1262,19.2732,14.9285,0.1178,2.7989,32.156,3.2231,6.2421,1.7581,2.3949,11.101,-0.003391756,0.017216031,-0.002600841,0.005564901,0.009939289,0.007765881
Q27,3.3881,59.9256,21.6962,21.6962,22.4812,18.184,0.1176,2.3962,37.5601,3.9657,7.7105,2.1386,2.9183,11.0948,-0.002007676,-0.001608971,0.003215434,0.009584729,-0.008381573,0.005982437
Q28,3.4722,60.6843,22.0182,22.0182,22.8844,18.8913,0.1133,2.5985,34.6358,3.9089,7.7179,2.1413,2.863,10.9062,0.008223762,-0.001639382,0.014658268,-0.00445618,0.00889259,0.007102613
Q29,2.6451,53.3483,14.944,14.944,15.7329,12.8104,0.1133,2.548,35.3223,2.548,5.0486,1.4518,2.0871,10.8041,-0.004038603,0.005828354,-0.008079052,-0.001804282,-0.014094321,0.006618093
Q30,2.8901,61.2909,20.3144,20.3144,21.0178,16.5163,0.12,2.3294,38.6363,3.3883,6.3831,1.9813,2.7778,11.009,0.002338053,0.001866585,-0.007017644,-0.000469515,0.004685973,0.00399957
Q31,2.9788,59.1689,22.6625,22.6625,23.1215,18.2814,0.1227,2.27,39.6473,3.8391,6.7148,2.2433,3.1503,10.972,0.017632701,0.007049586,0.009049807,-0.003692318,0.004101744,0.006925845
Q32,2.9159,61.4849,24.0832,24.0832,24.1077,20.2849,0.1258,2.4719,36.4096,4.3628,7.8047,2.5524,3.5525,10.6864,-0.000418507,0.004593895,-0.03735575,0.011610474,0.017797084,0.019315401
Q33,3.383,60.696,23.0534,23.0534,22.979,25.9795,0.1255,2.7113,33.1939,5.6605,10.2639,3.2611,4.3787,10.4312,0.003337295,0.022589174,-0.023065262,-0.009088823,0.009088823,0.015601223
Q34,3.3836,60.9549,22.3223,22.3223,22.1539,17.6154,0.1282,3.0127,29.8737,3.9696,7.2616,2.2581,3.0331,9.923,0.001094117,0.004364432,0.012442656,0.010163261,0.00583704,0.004063632
Q35,3.4929,60.6074,20.2823,20.2823,20.4106,16.3986,0.1274,2.6757,33.6364,3.7368,5.9269,2.0892,2.8359,9.6831,-0.000523161,-0.00261992,0.015617243,-0.010384349,-0.005232894,0.008766733
Q36,3.5746,61.8657,23.7315,23.7315,23.9817,18.6831,0.1271,2.9116,30.9113,4.2139,6.7157,2.3751,3.1996,9.5445,-0.006020511,0.007819653,-0.01387663,0.003033132,-0.003033132,0.007472363
Q37,3.3696,61.2909,23.7182,23.7182,23.8484,18.9295,0.1291,2.9739,30.2629,4.4291,7.228,2.4446,3.328,9.1605,0.004938206,0.005404121,-0.016300678,0.009417692,-0.013909846,0.010766955
Q38,3.2797,61.2118,19.634,19.634,19.9449,15.7871,0.1294,2.6177,34.3817,3.7637,6.3414,2.0434,2.7994,8.7905,-0.012767287,-0.010106785,-0.026881763,0.038105268,0.00500976,0.022163344
Q39,3.2692,61.2863,13.0058,13.0058,13.1041,11.0049,0.1285,2.3829,37.7687,2.6069,4.4158,1.4145,1.9404,8.6953,0.019095097,0.004869147,0.015065064,-0.016280043,0,0.012464521
Q40,3.4267,61.2829,20.0902,20.0902,20.2743,16.6299,0.1273,2.4623,36.5516,3.8279,6.5414,2.1172,2.8513,8.5813,-0.015361286,0.000619018,0.004938277,0.021322793,0.010194995,0.012041931
Q1,2.7772,45.5634,16.2016,16.2016,15.7961,13.9905,0.2862,2.8228,31.8828,12.1448,12.6905,4.0044,6.7891,7.556,-0.011875088,0.017427985,0.011379215,0.002114656,-0.02463067,0.015356722
Q2,2.6611,43.1113,14.0532,14.0532,12.9503,11.1269,0.3227,3.028,29.7225,11.7575,12.3288,3.5911,6.2394,6.7556,-0.030203041,0.018939239,0.013710863,0.016277458,0.003086931,0.018101067
Q3,2.5452,44.7518,16.6698,16.6698,16.1884,14.3289,0.3185,2.7784,32.3929,16.4571,17.3903,4.5643,8.1473,5.8939,0.015456259,-0.003149036,0.009189106,-0.024225836,0.011491669,0.014400323
Q4,2.4814,37.2723,-13.2742,-13.2742,-12.7356,-12.5139,0.2014,2.2965,39.1906,-9.8076,-10.4525,-2.5206,-4.5244,5.1701,-0.002137505,-0.012096512,-0.000103163,-0.005377991,0.000414732,0.004593443
Q5,1.9014,44.2696,11.7775,11.7775,8.7193,8.3828,0.3854,2.2589,39.8426,9.3643,9.9099,3.2304,6.7717,5.8167,0.079638727,-0.046144289,0.023222999,-0.010319523,0.001746654,0.041609839
Q6,1.9808,44.0054,11.8148,11.8148,12.0957,10.798,0.3882,2.1548,41.7664,11.9239,12.5989,4.1914,8.7021,5.9981,0.008482993,-0.004923208,0.00619933,-0.000490635,-0.008773277,0.006508347
Q7,2.0109,45.6942,14.4747,14.4747,14.6435,12.8236,0.4061,2.2895,39.3096,14.8587,15.7181,5.2078,10.7952,5.8974,0.009916756,0.003031605,-0.022411466,0.021438059,0.011726199,0.014795619
Q8,2.1008,45.4929,12.0483,12.0483,12.2054,9.7113,0.4294,2.3839,37.7533,10.9403,11.496,4.17,7.9095,5.7653,0.000923809,0.000115438,0.001959973,0.007115865,0.002398757,0.002440433
Q9,2.1695,45.1462,12.9851,12.9851,13.4325,11.4556,0.4193,2.1128,42.5981,12.2866,12.9165,4.8035,8.8605,5.6968,-0.004840952,0.017714137,-0.011578374,-0.009336485,0.004974524,0.010782565
Q10,2.1388,43.7913,10.2731,10.2731,10.6358,9.0356,0.4134,2.1569,41.7261,9.7033,10.2159,3.7351,6.9455,5.5352,0.027579817,0.001820539,-0.017430516,0.009211764,-0.011594297,0.015929122
Q11,2.3108,44.1998,13.4097,13.4097,12.7664,10.9771,0.4425,2.2975,39.1737,12.1441,12.766,4.857,8.7647,5.6589,-0.027706015,-0.000624435,0.004114485,-0.008873383,-0.063350934,0.02456369
Q12,2.5056,44.7237,12.8512,12.8512,12.4119,11.6151,0.4344,2.7985,32.1606,11.5879,12.1306,5.0453,8.5617,6.1287,-0.021172474,0.023122446,0.015080497,-0.01664019,-0.005739578,0.017403783
Q13,2.6552,43.8335,13.0343,13.0343,12.9007,-10.2516,0.3984,2.3692,37.9875,-9.4153,-9.8387,-4.0839,-6.9504,6.042,0.037633634,0.000146006,-0.001753145,-0.008516965,-0.018305381,0.019026653
Q14,2.4566,42.9974,10.6383,10.6383,10.2759,8.9666,0.3556,2.3676,38.0138,6.5232,6.7655,3.1885,5.0361,7.2401,0.004720689,0.00703954,0.001246329,-0.005464103,0.002345364,0.004223665
Q15,2.6737,43.6825,12.1941,12.1941,11.8192,10.4741,0.3836,2.3431,38.4113,7.9213,8.2102,4.0174,6.1429,7.3262,0.003646534,0.000574524,-0.012522998,-0.003690447,-0.008010199,0.005800255
Q16,2.9341,44.059,13.3456,13.3456,13.4609,11.6169,0.3731,2.3598,38.1388,8.1244,8.4105,4.3338,6.3484,7.5514,0.026046717,-0.002031815,0.011627035,-0.006217967,-0.003884804,0.012174175
Q17,3.0744,44.4734,14.8719,14.8719,15.6902,13.5318,0.3642,2.2473,40.0474,8.9687,9.2764,4.9283,7.0458,7.701,-0.010641279,-0.003269169,0.001817494,0.000544591,-0.001816503,0.00436119
Q18,3.0643,44.2054,13.5819,13.5819,13.6186,10.2934,0.3611,2.3519,38.2665,6.8328,7.075,3.7171,5.3305,7.4414,0.013124271,0.003207285,0.016254425,-0.007627232,-0.008062298,0.010127357
Q19,2.7203,45.5027,13.5305,13.5305,14.1375,13.7844,0.4283,2.5698,35.0226,10.2672,10.637,5.9038,8.8219,7.2932,-0.003458887,0.001154243,0.002112756,0.004976128,-0.014034634,0.006669014
Q20,2.8042,45.9243,12.3726,12.3726,13.0155,10.262,0.3856,2.5437,35.3821,6.9016,7.1417,3.9572,5.9364,7.2878,0,-0.02038224,0.000879571,0.005785969,-0.012313274,0.009651856
Q21,3.0635,45.9288,13.9816,13.9816,14.131,11.8277,0.3827,2.3848,37.739,7.7236,7.9913,4.5266,6.6211,7.2997,-0.034778959,-0.000335522,0.00318289,0.011639652,-0.012643691,0.016113427
Q22,3.0403,45.5504,12.243,12.243,12.6204,10.2134,0.3403,2.2363,40.2459,5.856,6.0417,3.4761,5.0737,7.853,-0.006828217,-0.014956312,-0.005479433,-0.018315225,0.023132062,0.014629457
Q23,2.8882,47.4804,16.8529,16.8529,17.1738,14.0124,0.4052,2.559,35.17,9.1438,9.4456,5.6776,8.4377,7.5492,-0.012554639,-0.005325138,-0.00559773,0.013253786,0.005124926,0.009099877
Q24,2.4616,46.1885,12.8294,12.8294,13.5236,11.1197,0.3602,2.3166,38.8508,6.8073,7.0354,4.0052,6.2745,7.4223,0.014338085,-0.00279867,-0.015712202,-0.002940278,0.013383777,0.011315413
Q25,2.7223,45.9249,14.0349,14.0349,14.0215,10.6032,0.3632,2.2647,39.7399,6.3955,6.6159,3.8508,5.881,7.1907,0.009875164,0.002703618,0.009950331,-0.000792411,-0.009457952,0.007263122
Q26,2.8424,45.0813,12.0461,12.0461,11.897,8.8753,0.385,2.1348,42.1585,5.5983,5.8026,3.4173,5.1236,6.7708,-0.002986656,0.021663055,0.013188795,-0.010578782,0.004473273,0.011413684
Q27,2.8132,46.6174,15.5475,15.5475,15.3971,12.0521,0.431,2.2253,40.4448,8.6628,8.9974,5.1941,7.8211,6.4265,-0.018894882,-0.0055458,0.003851345,-0.011484514,-0.00550464,0.007514943
Q28,2.7245,45.5892,12.6195,12.6195,12.2828,9.4007,0.3993,2.1622,41.6242,6.4486,6.7044,3.7539,5.8055,6.2207,0.00511895,-0.00524729,0.006267982,-0.000382613,0.003438453,0.00419722
Q29,3.3915,44.5066,13.3964,13.3964,12.6219,9.782,0.3916,2.0781,43.309,6.1259,6.4243,3.8308,5.5294,6.3184,-0.021199397,-0.008136242,0.014297754,0.006937313,-0.02428598,0.015153851
Q30,3.5334,43.9434,11.429,11.429,11.1025,8.3035,0.3609,2.0047,44.895,4.7073,4.9317,2.9966,4.2567,6.3874,-0.009732464,-0.002706001,-0.001032815,-0.0054397,-0.002210209,0.003110127
Q31,3.5252,44.929,15.4067,15.4067,14.8903,11.1749,0.3944,2.1737,41.4044,6.9048,7.2344,4.4076,6.2375,6.3453,-0.005028548,0.000699873,-0.01324153,0.022850996,0.01812987,0.01372853
Q32,3.4402,43.9003,13.4687,13.4687,13.2298,9.7805,0.3817,2.1485,41.8889,6.1637,6.4065,3.8928,5.5569,6.1974,0.006475579,-0.005208785,-0.006987461,-0.011218079,0.003218036,0.006579341
Q33,3.3683,44.2218,14.1102,14.1102,13.8678,13.9971,0.3962,1.9143,47.0147,6.2061,6.5157,4.2395,6.1138,5.9659,-0.006949767,-0.003578415,0.005277914,0.015668762,0.001670261,0.007848987
Q34,3.01,42.4853,11.6541,11.6541,11.9563,6.4484,0.3925,1.8679,48.1814,5.2027,5.479,3.4342,5.1159,5.5882,-0.002849304,0.001140711,0.000569832,0.010014232,-0.00282402,0.004704899
Q35,2.9492,43.6824,11.8783,11.8783,12.3571,8.7581,0.4283,1.8869,47.6969,5.8226,6.2842,3.8706,5.6945,5.5693,-0.001053059,-0.000526986,-0.002533228,0.004428966,-0.003900724,0.002830717
Q36,3.0513,42.8902,12.8472,12.8472,12.2355,8.879,0.3911,1.931,46.6071,5.4234,5.6984,3.6405,5.3068,5.6665,0.013059373,0.002997848,0.010104824,0.024359595,0.00113549,0.008278033
Q37,3.2059,43.9357,13.7376,13.7376,13.9144,9.901,0.3823,1.716,52.447,5.5916,6.0275,3.8462,5.4685,5.5546,-0.00128487,0.014496347,-0.025484984,0.004077122,0.006544095,0.013565998
Q38,3.0101,42.8417,11.63,11.63,11.3956,8.4565,0.3808,1.7873,50.3552,4.8766,5.2689,3.2956,4.7633,5.3611,0.011105531,0.001430609,0.00173441,0.00741387,-0.005682463,0.005734649
Q39,2.9359,44.2855,14.3069,14.3069,14.0109,10.6068,0.4108,1.8545,48.5299,6.5158,7.0423,4.3572,6.3628,5.3335,0.018448563,0.019907932,0.00547271,0.000111401,0.005996031,0.007795602
Q40,2.8542,44.772,16.0924,16.0924,15.7538,11.8303,0.3348,1.6001,56.2478,6.431,6.9173,4.2206,6.2556,5.258,0.014113257,-0.018751651,0.007279217,-0.011716698,-0.01196815,0.01261541
Q1,1.287,75.2532,12.07,12.07,27.0822,20.9185,0.3618,2.2621,39.7865,66.9367,310.1618,7.5689,16.4815,8.2363,0.015614631,-4.65E-05,-0.001163901,0.013096894,-0.016550026,0.011546603
Q2,1.1881,74.2007,8.182,8.182,-17.2237,-13.4439,0.3989,2.3159,38.8617,-500.299,67.317,-5.3631,-14.7445,0.7741,-0.010029678,0.001564015,0.001935973,-0.008018076,-0.002644993,0.004877621
Q3,1.2895,75.8405,11.1263,11.1263,11.8891,9.2146,0.3403,2.3616,38.1095,34.909,-392.1844,3.1359,6.7618,6.4914,-0.007087048,0.014806725,0.015262748,0.011356575,-0.009221154,0.010864963
Q4,1.2431,76.69,10.8119,10.8119,11.5206,8.6417,0.3297,2.2166,40.6032,40.4022,-109.2707,2.849,6.4116,5.073,-0.012907905,0.025926611,-0.002617836,0.004885552,0.077822587,0.032224284
Q5,1.2236,76.407,5.944,5.944,6.931,5.3507,0.2962,2.2194,40.5512,29.1277,-36.5669,1.5847,3.5079,3.8496,-0.004799209,0.007137161,0.005821078,-0.023490345,-0.028047386,0.014628508
Q6,1.1096,76.0599,10.3705,10.3705,-0.9627,-0.5154,0.3555,2.1533,41.797,-3.2288,3.9303,-0.1832,-0.4223,3.8326,-0.004684727,-0.008109432,-0.05708045,-0.006940655,-0.041108006,0.021460422
Q7,1.1051,76.564,11.617,11.617,12.0428,9.5534,0.3438,2.2462,40.0672,31.3958,-514.7059,3.2844,6.407,6.4995,0.004812639,0.001969966,-0.007127262,0.003612891,0.029943884,0.012384832
Q8,1.0888,76.0084,11.8739,11.8739,12.2119,9.3362,0.3419,2.0812,43.2447,38.0963,-111.6634,3.1921,6.7807,5.1514,-0.014342581,0.016601748,-0.006540345,-0.018852471,-0.010080628,0.01233289
Q9,1.1283,75.6993,8.1235,8.1235,8.3916,6.4744,0.3296,2.0284,44.3706,31.8795,-45.8901,2.134,4.6559,4.0523,0.006421012,0.013096868,-0.013670184,0.014424207,-0.015093517,0.012885186
Q10,1.1507,73.6245,10.0967,10.0967,2.7358,2.2823,0.3968,2.0053,44.8821,14.916,-15.9003,0.9057,1.9723,3.538,-0.001443425,0.010060291,-0.017945365,0.007433628,0.001894872,0.009840512
Q11,1.1447,74.0885,9.9003,9.9003,10.8289,8.6448,0.3736,2.2324,40.3153,48.2406,-54.4601,3.2299,6.4924,3.6391,-0.010471306,0.026206489,-0.012643104,0.001962701,-0.006369451,0.01414463
Q12,1.2077,74.3126,10.157,10.157,11.0335,8.5071,0.386,2.2759,39.5451,63.0306,-42.3198,3.2837,6.607,2.7395,-0.007451158,-0.003198364,0.001937051,0.005621512,0.004091397,0.004850612
Q13,1.2216,74.7035,8.8821,8.8821,9.7061,7.8595,0.3849,2.1678,41.5158,97.8182,-29.606,3.0249,6.1743,1.5951,-0.011666677,-0.014456735,0.023532613,0.001876752,-0.005910321,0.013627693
Q14,1.2198,73.9552,10.8722,10.8722,7.2253,5.776,0.4164,1.834,49.0719,107.0313,-22.7764,2.4049,5.1451,1.1921,-0.014313739,0.005807057,-0.009058436,0.02179144,0.014329834,0.013652876
Q15,1.0611,76.0898,11.2039,11.2039,11.9768,7.7846,0.3911,2.3314,38.6032,81.8064,-30.0048,3.0443,7.9212,1.7854,-0.002716929,-0.006396883,-0.011099283,-0.015256823,-0.001494555,0.005161895
Q16,1.1184,77.2587,12.7896,12.7896,13.3045,8.6896,0.4009,2.4305,37.0296,108.6342,-31.4546,3.484,8.9112,1.4728,0.009962032,0.005840364,0.003398601,0.008888947,-0.00915683,0.006871256
Q17,1.0077,77.0729,10.4255,10.4255,11.0251,7.5177,0.4041,2.3954,37.5725,208.2143,-23.334,3.038,8.6383,0.6452,0.004853059,-0.000838299,0.000372656,0.00186113,-0.013949558,0.006489787
Q18,1.1806,74.0743,10.1673,10.1673,-3.0111,-1.4063,0.4368,2.1176,42.5019,-57.8089,4.8761,-0.6142,-1.934,0.4942,-0.000561092,-0.013751738,0.005297,-0.010812961,0.012132839,0.009692922
Q19,1.1804,78.9724,13.6254,13.6254,13.0828,8.5075,0.3893,2.3801,37.8135,45.8981,-57.5703,3.3123,8.8979,3.1695,0.002801936,0.001584252,0.005293717,0.015167837,0.006547275,0.004778803
Q20,1.3174,79.7799,13.9312,13.9312,13.3434,8.6746,0.3816,2.3939,37.5959,47.8868,-54.5337,3.3099,8.9366,3.0148,-0.002956666,0.009394034,-0.000183321,0.00502999,0.00291492,0.004254382
Q21,1.2536,80.3093,12.6439,12.6439,12.1168,7.8444,0.3681,2.3102,38.9576,45.6048,-44.7212,2.8876,8.0504,2.8054,0.004000626,0.011040199,-0.016606345,-0.004416363,-0.008395511,0.009615702
Q22,1.2349,78.8277,12.7756,12.7756,12.2649,8.2908,0.419,2.2504,39.9938,53.4324,-53.7344,3.4742,9.64,2.8115,0.010033714,0.00830218,-0.005424493,-0.000102654,0.006751213,0.005798237
Q23,1.1442,79.5954,13.9355,13.9355,13.3806,8.8291,0.365,2.3513,38.277,64.5277,-41.6639,3.2229,10.482,2.1863,-0.004981775,-0.003367227,0.007010192,-0.004988466,0.005849305,0.005373129
Q24,1.3363,80.3264,13.9056,13.9056,13.3239,8.7265,0.3784,2.5089,35.8723,62.5,-109.4306,3.3019,10.364,2.1964,-0.007690482,0.004290546,-0.001363188,-0.000682292,-0.005965502,0.004228983
Q25,1.3115,79.6237,11.9697,11.9697,11.3758,7.3406,0.3744,2.4418,36.8577,55.5495,-90.2375,2.7483,8.7038,2.0499,-0.011016621,0.011215771,-0.000597645,-0.001296149,-0.006004282,0.007394503
Q26,1.3012,75.917,4.7436,4.7436,4.1648,2.85,0.4485,2.3863,37.7156,20.9917,-51.89,1.2782,3.7706,2.3845,0.001277677,-0.000786029,-0.003446472,-0.003755289,-0.003272694,0.001949867
Q27,1.4642,76.4311,13.6739,13.6739,13.0791,8.4955,0.398,2.4545,36.6676,21.5096,45.6048,3.3811,7.8312,6.2159,-0.001483439,0.006658072,-0.001568032,0.008365136,-0.00735023,0.005808941
Q28,1.4803,76.8082,5.2355,5.2355,4.7869,3.1819,0.4093,2.4411,36.8692,8.1289,17.783,1.3023,2.9243,6.1105,-0.009856353,-0.001043252,-0.004812722,0.011055653,-0.003532879,0.006966969
Q29,1.5903,76.7109,10.9805,10.9805,10.3273,6.6115,0.3716,2.3741,37.9099,14.5481,27.9619,2.4565,5.6507,6.8139,0.010070839,0.002729032,0.009343518,0.017348638,0.006270221,0.004850257
Q30,1.8773,76.1886,12.7404,12.7404,12.1795,7.7925,0.4136,2.3033,39.0745,17.9871,33.1252,3.2227,6.741,7.0293,0.003674722,-0.001678163,0.01241469,0.005686271,0.003807205,0.004538406
Q31,1.7591,77.3685,13.3422,13.3422,12.6766,8.1133,0.3608,2.4179,37.2221,30.0137,155.8239,2.9272,7.5385,3.9343,0.005955743,0.009515742,-0.007906771,-0.010505079,0.010404647,0.008899523
Q32,1.8413,77.5524,12.897,12.897,12.1937,7.9292,0.368,2.4838,36.2346,29.5041,133.3748,2.918,7.4031,3.8741,0.003199623,-0.000228255,0.002165888,-0.001595435,0.005686357,0.002562381
Q33,1.8025,76.9614,11.7612,11.7612,11.0838,7.7192,0.3535,2.3917,37.6306,25.6493,83.7641,2.7286,6.8703,4.2783,0.012883739,0.002324736,0.014980726,0.010920357,0.001243718,0.005618867
Q34,1.8583,75.5679,-19.0927,-19.0927,-19.7996,-11.9964,0.3749,2.3844,37.7455,-36.9322,-89.3204,-4.4979,-11.0479,4.9664,0.013954016,-0.005315886,0.003627518,0.004576175,0.015380253,0.007562714
Q35,1.5885,76.9107,5.8603,5.8603,5.1565,3.5881,0.3346,2.3573,38.1799,6.1597,9.7101,1.2006,2.4997,7.9979,0.011517045,-0.009202938,0.001630147,0.002034058,-0.017215921,0.009952511
Q36,1.7502,77.1519,13.4092,13.4092,12.765,8.3602,0.3591,2.4091,37.3579,14.4466,22.5091,3.0019,5.9245,8.0637,0.011806191,0.002107708,0.000526259,-0.000394643,-0.004219412,0.0053433
Q37,1.7862,76.827,11.9443,11.9443,11.2744,7.3843,0.3653,2.3303,38.6214,12.9351,20.6911,2.6972,5.2212,7.8196,-0.007085415,0.002324385,-0.004265525,0.003491363,-0.014300796,0.006508605
Q38,1.8858,75.8436,8.4498,8.4498,7.8286,5.1179,0.4082,2.268,39.6823,10.1998,16.3953,2.0893,3.9829,7.3811,-0.003269473,0.004183108,0.002605485,0.003766006,-0.013834797,0.006811478
Q39,1.6813,76.1887,12.6538,12.6538,12.1373,8.1422,0.3736,2.3578,38.171,13.6231,20.691,3.0422,5.6537,8.1629,0.002572537,-0.002572537,0.010958685,-0.009671535,-0.00057185,0.006739317
Q40,1.6999,76.2262,13.2287,13.2287,12.6677,8.2784,0.3753,2.2166,40.6027,13.1108,19.3789,3.1065,5.7125,8.4903,-0.004674041,-0.03053552,-0.032462659,0.020707959,-0.014610423,0.019452941
Q1,1.1939,52.0685,44.5166,44.5166,38.1044,29.9965,0.1003,2.9559,30.4478,-21.2453,-15.4008,3.008,5.572,-9.6978,-0.002176043,0.006046938,-0.002295208,0.000425467,0.011166681,0.005230029
Q2,1.01,52.3204,40.3271,40.3271,34.4386,25.9174,0.101,2.518,35.7422,-17.6002,-12.9949,2.6169,5.0314,-11.4165,0.01408474,-0.017210204,0.008783173,-0.009210111,-0.016264381,0.012980989
Q3,1.0726,53.6111,46.6289,46.6289,40.9203,32.5317,0.1069,2.2653,39.7302,-20.8048,-15.7545,3.4766,6.6086,-11.3704,0.048746042,-0.04990412,-0.004366425,0.012720758,-0.017620799,0.03266876
Q4,0.9121,45.8673,25.551,25.551,17.2458,12.8619,0.0753,1.3186,68.2531,-5.1125,-3.9868,0.9688,1.9189,-12.7175,0.004856429,0.003175739,0.00903226,-0.004360231,-4.86E-05,0.004521794
Q5,1.895,49.6755,35.924,35.924,30.6487,23.4791,0.0932,2.7809,32.364,-11.9106,-9.2855,2.1889,3.8497,-12.4995,-0.006109467,0.020403228,-0.021127751,0.014391161,-0.032335687,0.020148977
Q6,0.9826,52.8297,42.235,42.235,37.3383,28.9636,0.1143,2.4405,36.8774,-19.1491,-14.4402,3.3091,6.0684,-11.0013,-0.00790704,-0.024680881,-0.057980057,-0.011236374,0.041389412,0.032070861
Q7,0.8431,53.0251,43.7872,43.7872,39.1146,29.2223,0.1201,2.7439,32.8003,-18.6983,-14.4323,3.5103,6.6303,-11.4184,-0.039289453,-0.002685606,0.019063166,0.012441671,-0.005738872,0.020245794
Q8,1.2085,52.5454,42.033,42.033,37.1141,28.0399,0.1171,2.6325,34.188,-22.2785,-16.1556,3.2833,5.8691,-8.966,-0.014806699,0.0130264,0.018812841,0.003537082,0.010763584,0.011617746
Q9,1.4689,50.7852,41.6791,41.6791,36.4503,26.4406,0.1081,2.5213,35.6965,-20.2781,-14.9785,2.8588,5.0431,-8.5801,-0.001263679,-0.002988689,-0.000304417,0.004758792,0.004183167,0.003063359
Q10,1.3631,50.8423,37.0573,37.0573,32.4592,26.2302,0.1644,2.21,40.7241,-22.6144,-16.4763,4.3135,5.703,-8.1585,0.01392312,0.005178377,-0.002667559,-0.002019018,-0.005147889,0.006945306
Q11,1.5312,52.5589,45.0274,45.0274,40.2038,30.4932,0.1577,2.3687,37.9953,-24.1042,-17.9183,4.808,6.5224,-8.8113,-0.012040201,-0.001246042,0.005425926,0.014660038,0.016362656,0.010500608
Q12,1.4664,51.1683,42.2552,42.2552,37.694,27.9479,0.1637,2.4147,37.2715,-25.5734,-18.2516,4.5747,6.0246,-7.5419,0.000510737,-0.006082919,0.002117229,0.005624127,-0.002680271,0.004012676
Q13,1.74,49.1876,41.7035,41.7035,36.7374,26.7645,0.1524,2.6332,34.1793,-29.1472,-19.3077,4.0785,5.2595,-6.0097,-0.014069866,0.003399697,-0.00333892,0.00333892,0.003931618,0.006902055
Q14,1.8429,49.9139,40.1521,40.1521,35.3002,13.0838,0.158,2.7023,33.3055,-21.3801,-12.3714,2.0669,2.6599,-4.4517,0.015543904,0.015732856,0.001157881,-0.023166644,-0.016529237,0.016061384
Q15,1.2808,48.9608,53.512,53.512,48.9956,32.7338,0.1767,3.6677,24.5386,-54.1666,-32.1951,5.7854,7.5575,-4.3623,0.007634339,0.006030016,0.005342808,0.007079748,0.000411391,0.002570988
Q16,2.148,44.7692,37.9374,37.9374,34.0744,23.0607,0.1845,4.1513,21.6799,-69.7341,-32.1022,4.2553,5.3349,-2.4699,0.003432527,0.004064947,-0.006265571,0.016388034,0.003626715,0.007197223
Q17,1.8341,42.802,35.8357,35.8357,31.8452,21.4028,0.1767,4.2462,21.1954,-59.8188,-28.0554,3.782,4.8683,-2.4918,0.003549644,0.00111106,-0.00159747,0.001528105,0.002910794,0.001785372
